Date,Open,High,Low,Close,Volume,5-Day_Moving_Avg,10-Day_Moving_Avg,20-Day_Moving_Avg,Future_Close_Indicator,Volume_Ranking,Price_Movement,Day,open_lag_1,open_lag_2,open_lag_3,close_lag_1,close_lag_2,close_lag_3,high_lag_1,high_lag_2,high_lag_3,low_lag_1,low_lag_2,low_lag_3,volume_lag_1,volume_lag_2,volume_lag_3,volume_ranking_lag_1,volume_ranking_lag_2,volume_ranking_lag_3,5-moving_avg_lag_1,5-moving_avg_lag_2,5-moving_avg_lag_3,10-moving_avg_lag_1,10-moving_avg_lag_2,10-moving_avg_lag_3,20-moving_avg_lag_1,20-moving_avg_lag_2,20-moving_avg_lag_3,target_open_1,target_open_2,target_open_3,target_close_1,target_close_2,target_close_3,target_high_1,target_high_2,target_high_3,target_low_1,target_low_2,target_low_3,target_volume_1,target_volume_2,target_volume_3
2022-12-30,14.323581124655862,14.618366783406367,14.22265470311372,14.603378295898438,310490000,14.333074808120728,14.333074808120728,14.333074808120728,0,0,0.3957120802926468,4,14.391533071783474,13.916877813656033,15.063043236857192,14.592386245727539,14.025798797607422,14.110735893249512,14.672328025591518,14.251634371646812,15.089024360620469,14.216660070963075,13.873908845237606,14.04578260735077,354923000.0,351066000.0,464902000.0,0.0,0.0,0.0,14.242973645528158,14.068267345428467,14.110735893249512,14.242973645528158,14.068267345428467,14.110735893249512,14.242973645528158,14.068267345428467,14.110735893249512,14.840204674329469,14.556413363429996,14.480467562996974,14.304594039916992,14.738280296325684,14.254631996154785,14.985099731591909,14.84220480254105,14.553414458065303,14.085753367745566,14.230650080715,14.137716456811608,401277000.0,431324000.0,389168000.0
2023-01-03,14.840204674329469,14.985099731591909,14.085753367745566,14.304594039916992,401277000,14.32737865447998,14.32737865447998,14.32737865447998,1,0,-0.8993463638463428,5,14.323581124655862,14.391533071783474,13.916877813656033,14.603378295898438,14.592386245727539,14.025798797607422,14.618366783406367,14.672328025591518,14.251634371646812,14.22265470311372,14.216660070963075,13.873908845237606,310490000.0,354923000.0,351066000.0,0.0,0.0,0.0,14.333074808120728,14.242973645528158,14.068267345428467,14.333074808120728,14.242973645528158,14.068267345428467,14.333074808120728,14.242973645528158,14.068267345428467,14.556413363429996,14.480467562996974,14.463479455416815,14.738280296325684,14.254631996154785,14.848199844360352,14.84220480254105,14.553414458065303,14.999090111892777,14.230650080715,14.137716456811608,14.023799691610725,431324000.0,389168000.0,405044000.0
2023-01-04,14.556413363429996,14.84220480254105,14.230650080715,14.738280296325684,431324000,14.452887535095215,14.395862261454264,14.395862261454264,0,0,0.6115547218260495,6,14.840204674329469,14.323581124655862,14.391533071783474,14.304594039916992,14.603378295898438,14.592386245727539,14.985099731591909,14.618366783406367,14.672328025591518,14.085753367745566,14.22265470311372,14.216660070963075,401277000.0,310490000.0,354923000.0,0.0,0.0,0.0,14.32737865447998,14.333074808120728,14.242973645528158,14.32737865447998,14.333074808120728,14.242973645528158,14.32737865447998,14.333074808120728,14.242973645528158,14.480467562996974,14.463479455416815,15.27289215098975,14.254631996154785,14.848199844360352,15.616641998291016,14.553414458065303,14.999090111892777,16.044330429358453,14.137716456811608,14.023799691610725,15.129995479554848,389168000.0,405044000.0,504231000.0
2023-01-05,14.480467562996974,14.553414458065303,14.137716456811608,14.254631996154785,389168000,14.498654174804688,14.375686509268624,14.375686509268624,1,0,-0.4156980012536948,7,14.556413363429996,14.840204674329469,14.323581124655862,14.738280296325684,14.304594039916992,14.603378295898438,14.84220480254105,14.985099731591909,14.618366783406367,14.230650080715,14.085753367745566,14.22265470311372,431324000.0,401277000.0,310490000.0,0.0,0.0,0.0,14.452887535095215,14.32737865447998,14.333074808120728,14.395862261454264,14.32737865447998,14.333074808120728,14.395862261454264,14.32737865447998,14.333074808120728,14.463479455416815,15.27289215098975,15.495727928892192,14.848199844360352,15.616641998291016,15.897436141967773,14.999090111892777,16.044330429358453,15.950397113085856,14.023799691610725,15.129995479554848,15.460753522874386,405044000.0,504231000.0,384101000.0
2023-01-06,14.463479455416815,14.999090111892777,14.023799691610725,14.848199844360352,405044000,14.54981689453125,14.43475067615509,14.43475067615509,1,0,0.975290420282052,8,14.480467562996974,14.556413363429996,14.840204674329469,14.254631996154785,14.738280296325684,14.304594039916992,14.553414458065303,14.84220480254105,14.985099731591909,14.137716456811608,14.230650080715,14.085753367745566,389168000.0,431324000.0,401277000.0,0.0,0.0,0.0,14.498654174804688,14.452887535095215,14.32737865447998,14.375686509268624,14.395862261454264,14.32737865447998,14.375686509268624,14.395862261454264,14.32737865447998,15.27289215098975,15.495727928892192,15.828487113940936,15.616641998291016,15.897436141967773,15.98936939239502,16.044330429358453,15.950397113085856,16.016350194833073,15.129995479554848,15.460753522874386,15.551688019813112,504231000.0,384101000.0,353285000.0
2023-01-09,15.27289215098975,16.044330429358453,15.129995479554848,15.616641998291016,504231000,14.752469635009765,14.566071934170193,14.566071934170193,1,1,0.9143349498036049,9,14.463479455416815,14.480467562996974,14.556413363429996,14.848199844360352,14.254631996154785,14.738280296325684,14.999090111892777,14.553414458065303,14.84220480254105,14.023799691610725,14.137716456811608,14.230650080715,405044000.0,389168000.0,431324000.0,0.0,0.0,0.0,14.54981689453125,14.498654174804688,14.452887535095215,14.43475067615509,14.375686509268624,14.395862261454264,14.43475067615509,14.375686509268624,14.395862261454264,15.495727928892192,15.828487113940936,16.08829621927698,15.897436141967773,15.98936939239502,16.49899673461914,15.950397113085856,16.016350194833073,16.624904587913164,15.460753522874386,15.551688019813112,15.480737460195794,384101000.0,353285000.0,551409000.0
2023-01-10,15.495727928892192,15.950397113085856,15.460753522874386,15.897436141967773,384101000,15.071038055419923,14.69920835494995,14.69920835494995,1,0,0.48964359021146997,10,15.27289215098975,14.463479455416815,14.480467562996974,15.616641998291016,14.848199844360352,14.254631996154785,16.044330429358453,14.999090111892777,14.553414458065303,15.129995479554848,14.023799691610725,14.137716456811608,504231000.0,405044000.0,389168000.0,1.0,0.0,0.0,14.752469635009765,14.54981689453125,14.498654174804688,14.566071934170193,14.43475067615509,14.375686509268624,14.566071934170193,14.43475067615509,14.375686509268624,15.828487113940936,16.08829621927698,16.26616793733889,15.98936939239502,16.49899673461914,16.886716842651367,16.016350194833073,16.624904587913164,16.90970084135266,15.551688019813112,15.480737460195794,16.153251110150944,353285000.0,551409000.0,447287000.0
2023-01-11,15.828487113940936,16.016350194833073,15.551688019813112,15.98936939239502,353285000,15.321255874633788,14.887071704864502,14.816495721990412,1,0,0.46466217501996177,11,15.495727928892192,15.27289215098975,14.463479455416815,15.897436141967773,15.616641998291016,14.848199844360352,15.950397113085856,16.044330429358453,14.999090111892777,15.460753522874386,15.129995479554848,14.023799691610725,384101000.0,504231000.0,405044000.0,0.0,1.0,0.0,15.071038055419923,14.752469635009765,14.54981689453125,14.69920835494995,14.566071934170193,14.43475067615509,14.69920835494995,14.566071934170193,14.43475067615509,16.08829621927698,16.26616793733889,16.88671868747473,16.49899673461914,16.886716842651367,17.68913459777832,16.624904587913164,16.90970084135266,17.715116677928005,15.480737460195794,16.153251110150944,16.88671868747473,551409000.0,447287000.0,511102000.0
2023-01-12,16.08829621927698,16.624904587913164,15.480737460195794,16.49899673461914,551409000,15.77012882232666,15.134391498565673,14.956704139709473,1,2,1.1441671277173704,12,15.828487113940936,15.495727928892192,15.27289215098975,15.98936939239502,15.897436141967773,15.616641998291016,16.016350194833073,15.950397113085856,16.044330429358453,15.551688019813112,15.460753522874386,15.129995479554848,353285000.0,384101000.0,504231000.0,0.0,0.0,1.0,15.321255874633788,15.071038055419923,14.752469635009765,14.887071704864502,14.69920835494995,14.566071934170193,14.816495721990412,14.69920835494995,14.566071934170193,16.26616793733889,16.88671868747473,17.65415856864237,16.886716842651367,17.68913459777832,17.364370346069336,16.90970084135266,17.715116677928005,17.86000821250993,16.153251110150944,16.88671868747473,17.269438176946668,447287000.0,511102000.0,439624000.0
2023-01-13,16.26616793733889,16.90970084135266,16.153251110150944,16.886716842651367,447287000,16.177832221984865,15.363824558258056,15.105166655320387,1,0,0.756449731201716,13,16.08829621927698,15.828487113940936,15.495727928892192,16.49899673461914,15.98936939239502,15.897436141967773,16.624904587913164,16.016350194833073,15.950397113085856,15.480737460195794,15.551688019813112,15.460753522874386,551409000.0,353285000.0,384101000.0,2.0,0.0,0.0,15.77012882232666,15.321255874633788,15.071038055419923,15.134391498565673,14.887071704864502,14.69920835494995,14.956704139709473,14.816495721990412,14.69920835494995,16.88671868747473,17.65415856864237,17.02361820294008,17.68913459777832,17.364370346069336,16.75281524658203,17.715116677928005,17.86000821250993,17.184502399032052,16.88671868747473,17.269438176946668,16.718841465968847,511102000.0,439624000.0,452932000.0
